country,country_code,nutslevel,nuts2,regionname,type,year,party_abbreviation,party_english,party_native,partyfacts_id,partyvote,electorate,totalvote,validvote,populist,farright,eurosceptic,vote_perc
Greece,GR,2,EL63,Δυτική Ελλάδα,EP,2019,MERA25,EUROPEAN REALISTIC DISOBEDIENCE FRONT [MERA25],EUROPEAN REALISTIC DISOBEDIENCE FRONT [MERA25],7348,9648,687875,416239,396772,1,0,1,0.02317899091627646
Greece,GR,2,EL63,Δυτική Ελλάδα,EP,2019,ND,NEW DEMOCRACY,NEA DIMOKRATIA,794,120098,687875,416239,396772,0,0,0,0.28853134857617857
Greece,GR,2,EL63,Δυτική Ελλάδα,EP,2019,OIK.PRAS,ECOLOGIST GREENS,OIKOLOGOI PRASINOI,378,4667,687875,416239,396772,0,0,0,0.01121230831325272
Greece,GR,2,EL63,Δυτική Ελλάδα,EP,2019,OTHER,NA,NA,NA,26680,687875,416239,396772,0,0,0,0.06409778997162688
Greece,GR,2,EL63,Δυτική Ελλάδα,EP,2019,POTAMI,THE RIVER,TO POTAMI,3118,4394,687875,416239,396772,0,0,0,0.01055643512501231
Greece,GR,2,EL63,Δυτική Ελλάδα,EP,2019,SYRIZA,COALITION OF THE RADICAL LEFT,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,301,118370,687875,416239,396772,1,0,1,0.28437988751654697
Greece,GR,2,EL64,Στερεά Ελλάδα,EP,2004,KKE,COMMUNIST PARTY OF GREECE,KOMMOUNISTIKO KOMMA ELLADAS,48,28179,558179,369889,361379,0,0,1,0.07618231415370558
Greece,GR,2,EL64,Στερεά Ελλάδα,EP,2004,LAOS,POPULAR ORTHODOX RALLY,LAIKOS ORTHODOXOS SYNAGERMOS,965,13209,558179,369889,361379,1,1,1,0.03571071321396419
Greece,GR,2,EL64,Στερεά Ελλάδα,EP,2004,ND,NEW DEMOCRACY,NEA DIMOKRATIA,794,162771,558179,369889,361379,0,0,0,0.4400536377129355
Greece,GR,2,EL64,Στερεά Ελλάδα,EP,2004,OTHER,NA,NA,NA,15489,558179,369889,361379,0,0,0,0.04187472457953602
Greece,GR,2,EL64,Στερεά Ελλάδα,EP,2004,PASOK,PANHELLENIC SOCIALIST MOVEMENT,PANELLINIO SOSIALISTIKO KINIMA,1468,130419,558179,369889,361379,0,0,0,0.3525895606519794
Greece,GR,2,EL64,Στερεά Ελλάδα,EP,2004,SYN,COALITION OF THE LEFT,SYNASPISMOS TIS ARISTERAS,516,11312,558179,369889,361379,0,0,1,0.03058214761725815
Greece,GR,2,EL64,Στερεά Ελλάδα,EP,2009,KEK,PARTY OF GREEK HUNTERS,KOMMA ELLENON KYNEGON,2508,5091,562095,313350,305553,0,0,0,0.016247008137865
Greece,GR,2,EL64,Στερεά Ελλάδα,EP,2009,KKE,COMMUNIST PARTY OF GREECE,KOMMOUNISTIKO KOMMA ELLADAS,48,21718,562095,313350,305553,0,0,1,0.06930907930429232
Greece,GR,2,EL64,Στερεά Ελλάδα,EP,2009,LAOS,POPULAR ORTHODOX RALLY,LAIKOS ORTHODOXOS SYNAGERMOS,965,20887,562095,313350,305553,1,1,1,0.0666570927078347
Greece,GR,2,EL64,Στερεά Ελλάδα,EP,2009,ND,NEW DEMOCRACY,NEA DIMOKRATIA,794,104214,562095,313350,305553,0,0,0,0.3325801819052178
Greece,GR,2,EL64,Στερεά Ελλάδα,EP,2009,OIK.PRAS,ECOLOGIST GREENS,OIKOLOGOI PRASINOI,378,9128,562095,313350,305553,0,0,0,0.02913036540609542
Greece,GR,2,EL64,Στερεά Ελλάδα,EP,2009,OTHER,NA,NA,NA,12824,562095,313350,305553,0,0,0,0.04092548268709111
Greece,GR,2,EL64,Στερεά Ελλάδα,EP,2009,PAMME,NA,NA,NA,1931,562095,313350,305553,0,0,0,0.00616243816818254
Greece,GR,2,EL64,Στερεά Ελλάδα,EP,2009,PASOK,PANHELLENIC SOCIALIST MOVEMENT,PANELLINIO SOSIALISTIKO KINIMA,1468,118718,562095,313350,305553,0,0,0,0.3788670815382161
Greece,GR,2,EL64,Στερεά Ελλάδα,EP,2009,SYRIZA,COALITION OF THE RADICAL LEFT,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,301,11042,562095,313350,305553,1,0,1,0.03523855114089676
Greece,GR,2,EL64,Στερεά Ελλάδα,EP,2014,AKKEL,NA,NA,NA,2312,540712,333907,320237,0,0,0,0.00692408365203484
Greece,GR,2,EL64,Στερεά Ελλάδα,EP,2014,ANEL-PAMME,NA,NA,NA,10534,540712,333907,320237,0,0,0,0.03154770639729026
Greece,GR,2,EL64,Στερεά Ελλάδα,EP,2014,BRIDGES,NA,NA,NA,851,540712,333907,320237,0,0,0,0.00254861383558895
Greece,GR,2,EL64,Στερεά Ελλάδα,EP,2014,DIMAR,DEMOCRATIC LEFT,DIMOKRATIKI ARISTERA,1160,3197,540712,333907,320237,0,0,0,0.00957452224721254
Greece,GR,2,EL64,Στερεά Ελλάδα,EP,2014,EPAL,NA,NA,NA,2786,540712,333907,320237,0,0,0,0.0083436405945368
Greece,GR,2,EL64,Στερεά Ελλάδα,EP,2014,GOLDEN DAWN,PEOPLES ASSOCIATION / GOLDEN DAWN,LAIKOS SYNDESMOS / CHRYSI AVGI,1660,32854,540712,333907,320237,0,1,1,0.09839266622143292
Greece,GR,2,EL64,Στερεά Ελλάδα,EP,2014,GREEK EUROPEAN CITIZENS,GREEK EUROPEAN CITIZENS,ELLINES EYROPAIOI POLITES,3120,2824,540712,333907,320237,0,0,0,0.00845744473760658
Greece,GR,2,EL64,Στερεά Ελλάδα,EP,2014,KEK,PARTY OF GREEK HUNTERS,KOMMA ELLENON KYNEGON,2508,4057,540712,333907,320237,0,0,0,0.01215008969563381
Greece,GR,2,EL64,Στερεά Ελλάδα,EP,2014,KKE,COMMUNIST PARTY OF GREECE,KOMMOUNISTIKO KOMMA ELLADAS,48,18443,540712,333907,320237,0,0,1,0.05523394238515514
Greece,GR,2,EL64,Στερεά Ελλάδα,EP,2014,KOINONIA,NA,NA,NA,496,540712,333907,320237,0,0,0,0.00148544355164761
Greece,GR,2,EL64,Στερεά Ελλάδα,EP,2014,LAOS,POPULAR ORTHODOX RALLY,LAIKOS ORTHODOXOS SYNAGERMOS,965,10745,540712,333907,320237,1,1,1,0.03217961887591455
Greece,GR,2,EL64,Στερεά Ελλάδα,EP,2014,ND,NEW DEMOCRACY,NEA DIMOKRATIA,794,70496,540712,333907,320237,0,0,0,0.21112465446965772
Greece,GR,2,EL64,Στερεά Ελλάδα,EP,2014,OLIVE TREE,NA,NA,NA,25645,540712,333907,320237,0,0,0,0.07680282234274813
Greece,GR,2,EL64,Στερεά Ελλάδα,EP,2014,OTHER,NA,NA,NA,24242,540712,333907,320237,0,0,0,0.07260105358677715
Greece,GR,2,EL64,Στερεά Ελλάδα,EP,2014,PANATHINAIKO MOVEMENT,NA,NA,NA,1442,540712,333907,320237,0,0,0,0.004318567744911
Greece,GR,2,EL64,Στερεά Ελλάδα,EP,2014,POTAMI,THE RIVER,TO POTAMI,3118,17754,540712,333907,320237,0,0,0,0.05317049358054788
Greece,GR,2,EL64,Στερεά Ελλάδα,EP,2014,SYRIZA,COALITION OF THE RADICAL LEFT,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,301,91559,540712,333907,320237,1,0,1,0.27420509303488694
Greece,GR,2,EL64,Στερεά Ελλάδα,EP,2019,ANEL,INDEPENDENT GREEKS,ANEXARTITOI ELLINES,1651,852,530509,337964,321905,1,0,1,0.0025209785657644
Greece,GR,2,EL64,Στερεά Ελλάδα,EP,2019,CITIZENS BY ILIA PSINAKI,NA,NA,NA,1359,530509,337964,321905,0,0,0,0.00402113834609603
Greece,GR,2,EL64,Στερεά Ελλάδα,EP,2019,COURSE OF FREEDOM,POPULAR UNITY,LAIKI ENOTITA,4512,5962,530509,337964,321905,0,0,0,0.01764093217029033
Greece,GR,2,EL64,Στερεά Ελλάδα,EP,2019,EN.KENT,UNION OF CENTRISTS,ENOSI KENTROON,2510,4203,530509,337964,321905,0,0,0,0.01243623581209833
Greece,GR,2,EL64,Στερεά Ελλάδα,EP,2019,FREE HOMELAND,NA,NA,NA,1476,530509,337964,321905,0,0,0,0.0043673290646341
Greece,GR,2,EL64,Στερεά Ελλάδα,EP,2019,GOLDEN DAWN,PEOPLES ASSOCIATION / GOLDEN DAWN,LAIKOS SYNDESMOS / CHRYSI AVGI,1660,16030,530509,337964,321905,0,1,1,0.04743108733474571
Greece,GR,2,EL64,Στερεά Ελλάδα,EP,2019,"GREECE, THE OTHER WAY","GREECE, THE OTHER WAY",ELLADA - O ALLOS DROMOS,7346,5824,530509,337964,321905,0,0,0,0.01723260465611721
Greece,GR,2,EL64,Στερεά Ελλάδα,EP,2019,GREEK SOLUTION,GREEK SOLUTION,ELLINIKI LISI,7347,14190,530509,337964,321905,1,1,1,0.04198672047910428
Greece,GR,2,EL64,Στερεά Ελλάδα,EP,2019,KINAL,MOVEMENT FOR CHANGE,KINIMA ALLAGIS,7909,24734,530509,337964,321905,0,0,0,0.07318530967795386
Greece,GR,2,EL64,Στερεά Ελλάδα,EP,2019,KKE,COMMUNIST PARTY OF GREECE,KOMMOUNISTIKO KOMMA ELLADAS,48,17264,530509,337964,321905,0,0,1,0.05108236380206175
Greece,GR,2,EL64,Στερεά Ελλάδα,EP,2019,LAE-PIRATE PARTY,NA,NA,NA,936,530509,337964,321905,0,0,0,0.00276952574830455
Greece,GR,2,EL64,Στερεά Ελλάδα,EP,2019,LAOS,POPULAR ORTHODOX RALLY,LAIKOS ORTHODOXOS SYNAGERMOS,965,4104,530509,337964,321905,1,1,1,0.01214330520410457
Greece,GR,2,EL64,Στερεά Ελλάδα,EP,2019,MERA25,EUROPEAN REALISTIC DISOBEDIENCE FRONT [MERA25],EUROPEAN REALISTIC DISOBEDIENCE FRONT [MERA25],7348,8443,530509,337964,321905,1,0,1,0.02498195074031553
Greece,GR,2,EL64,Στερεά Ελλάδα,EP,2019,ND,NEW DEMOCRACY,NEA DIMOKRATIA,794,103986,530509,337964,321905,0,0,0,0.307683658614527
Greece,GR,2,EL64,Στερεά Ελλάδα,EP,2019,OIK.PRAS,ECOLOGIST GREENS,OIKOLOGOI PRASINOI,378,3109,530509,337964,321905,0,0,0,0.00919920464901587
Greece,GR,2,EL64,Στερεά Ελλάδα,EP,2019,OTHER,NA,NA,NA,24307,530509,337964,321905,0,0,0,0.07192186150004143
Greece,GR,2,EL64,Στερεά Ελλάδα,EP,2019,POTAMI,THE RIVER,TO POTAMI,3118,3562,530509,337964,321905,0,0,0,0.01053958409771455
Greece,GR,2,EL64,Στερεά Ελλάδα,EP,2019,SYRIZA,COALITION OF THE RADICAL LEFT,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,301,81564,530509,337964,321905,1,0,1,0.2413393142464878
Greece,GR,2,EL65,Πελοπόννησος,EP,2004,KKE,COMMUNIST PARTY OF GREECE,KOMMOUNISTIKO KOMMA ELLADAS,48,24305,717474,390221,382277,0,0,1,0.06228521786372337
Greece,GR,2,EL65,Πελοπόννησος,EP,2004,LAOS,POPULAR ORTHODOX RALLY,LAIKOS ORTHODOXOS SYNAGERMOS,965,13868,717474,390221,382277,1,1,1,0.03553883568541929
Greece,GR,2,EL65,Πελοπόννησος,EP,2004,ND,NEW DEMOCRACY,NEA DIMOKRATIA,794,191503,717474,390221,382277,0,0,0,0.4907552386980711
Greece,GR,2,EL65,Πελοπόννησος,EP,2004,OTHER,NA,NA,NA,15380,717474,390221,382277,0,0,0,0.03941356308348346
Greece,GR,2,EL65,Πελοπόννησος,EP,2004,PASOK,PANHELLENIC SOCIALIST MOVEMENT,PANELLINIO SOSIALISTIKO KINIMA,1468,124359,717474,390221,382277,0,0,0,0.31868864053959167
Greece,GR,2,EL65,Πελοπόννησος,EP,2004,SYN,COALITION OF THE LEFT,SYNASPISMOS TIS ARISTERAS,516,12862,717474,390221,382277,0,0,1,0.03296080938750093
Greece,GR,2,EL65,Πελοπόννησος,EP,2009,KEK,PARTY OF GREEK HUNTERS,KOMMA ELLENON KYNEGON,2508,6232,713875,341945,334027,0,0,0,0.01822515316790712
Greece,GR,2,EL65,Πελοπόννησος,EP,2009,KKE,COMMUNIST PARTY OF GREECE,KOMMOUNISTIKO KOMMA ELLADAS,48,20018,713875,341945,334027,0,0,1,0.05854157832399948
Greece,GR,2,EL65,Πελοπόννησος,EP,2009,LAOS,POPULAR ORTHODOX RALLY,LAIKOS ORTHODOXOS SYNAGERMOS,965,23303,713875,341945,334027,1,1,1,0.06814838643641521
Greece,GR,2,EL65,Πελοπόννησος,EP,2009,ND,NEW DEMOCRACY,NEA DIMOKRATIA,794,130096,713875,341945,334027,0,0,0,0.3804588457208031
Greece,GR,2,EL65,Πελοπόννησος,EP,2009,OIK.PRAS,ECOLOGIST GREENS,OIKOLOGOI PRASINOI,378,9487,713875,341945,334027,0,0,0,0.02774422787290353
Greece,GR,2,EL65,Πελοπόννησος,EP,2009,OTHER,NA,NA,NA,13386,713875,341945,334027,0,0,0,0.03914664639050139
Greece,GR,2,EL65,Πελοπόννησος,EP,2009,PAMME,NA,NA,NA,2018,713875,341945,334027,0,0,0,0.00590153387240638
Greece,GR,2,EL65,Πελοπόννησος,EP,2009,PASOK,PANHELLENIC SOCIALIST MOVEMENT,PANELLINIO SOSIALISTIKO KINIMA,1468,116657,713875,341945,334027,0,0,0,0.3411572036438609
Greece,GR,2,EL65,Πελοπόννησος,EP,2009,SYRIZA,COALITION OF THE RADICAL LEFT,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,301,12830,713875,341945,334027,1,0,1,0.03752065390632996
Greece,GR,2,EL65,Πελοπόννησος,EP,2014,ANEL-PAMME,NA,NA,NA,7769,695488,358141,345573,0,0,0,0.02169257359531581
Greece,GR,2,EL65,Πελοπόννησος,EP,2014,DIMAR,DEMOCRATIC LEFT,DIMOKRATIKI ARISTERA,1160,3932,695488,358141,345573,0,0,0,0.01097891612521325
Greece,GR,2,EL65,Πελοπόννησος,EP,2014,EPAL,NA,NA,NA,2562,695488,358141,345573,0,0,0,0.00715360709888005
Greece,GR,2,EL65,Πελοπόννησος,EP,2014,EPAM,NA,NA,NA,1752,695488,358141,345573,0,0,0,0.00489192803951516
Greece,GR,2,EL65,Πελοπόννησος,EP,2014,GOLDEN DAWN,PEOPLES ASSOCIATION / GOLDEN DAWN,LAIKOS SYNDESMOS / CHRYSI AVGI,1660,38916,695488,358141,345573,0,1,1,0.10866111391881968
Greece,GR,2,EL65,Πελοπόννησος,EP,2014,GREEK EUROPEAN CITIZENS,GREEK EUROPEAN CITIZENS,ELLINES EYROPAIOI POLITES,3120,2197,695488,358141,345573,0,0,0,0.00613445542398105
Greece,GR,2,EL65,Πελοπόννησος,EP,2014,KEK,PARTY OF GREEK HUNTERS,KOMMA ELLENON KYNEGON,2508,4202,695488,358141,345573,0,0,0,0.01173280914500155
Greece,GR,2,EL65,Πελοπόννησος,EP,2014,KKE,COMMUNIST PARTY OF GREECE,KOMMOUNISTIKO KOMMA ELLADAS,48,16573,695488,358141,345573,0,0,1,0.04627507043315342
Greece,GR,2,EL65,Πελοπόννησος,EP,2014,LAOS,POPULAR ORTHODOX RALLY,LAIKOS ORTHODOXOS SYNAGERMOS,965,10816,695488,358141,345573,1,1,1,0.0302003959334452
Greece,GR,2,EL65,Πελοπόννησος,EP,2014,ND,NEW DEMOCRACY,NEA DIMOKRATIA,794,97980,695488,358141,345573,0,0,0,0.27357940029206373
Greece,GR,2,EL65,Πελοπόννησος,EP,2014,OLIVE TREE,NA,NA,NA,29462,695488,358141,345573,0,0,0,0.08226368944075099
Greece,GR,2,EL65,Πελοπόννησος,EP,2014,OTHER,NA,NA,NA,25427,695488,358141,345573,0,0,0,0.07099717708947034
Greece,GR,2,EL65,Πελοπόννησος,EP,2014,PANATHINAIKO MOVEMENT,NA,NA,NA,969,695488,358141,345573,0,0,0,0.0027056382821291
Greece,GR,2,EL65,Πελοπόννησος,EP,2014,POTAMI,THE RIVER,TO POTAMI,3118,19393,695488,358141,345573,0,0,0,0.05414906419538673
Greece,GR,2,EL65,Πελοπόννησος,EP,2014,SYRIZA,COALITION OF THE RADICAL LEFT,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,301,83623,695488,358141,345573,1,0,1,0.23349183701391352
Greece,GR,2,EL65,Πελοπόννησος,EP,2019,CITIZENS BY ILIA PSINAKI,NA,NA,NA,892,682474,373103,356956,0,0,0,0.00239076072827074
Greece,GR,2,EL65,Πελοπόννησος,EP,2019,COURSE OF FREEDOM,POPULAR UNITY,LAIKI ENOTITA,4512,4772,682474,373103,356956,0,0,0,0.01279003385124215
Greece,GR,2,EL65,Πελοπόννησος,EP,2019,EN.KENT,UNION OF CENTRISTS,ENOSI KENTROON,2510,4255,682474,373103,356956,0,0,0,0.01140435750985652
Greece,GR,2,EL65,Πελοπόννησος,EP,2019,GOLDEN DAWN,PEOPLES ASSOCIATION / GOLDEN DAWN,LAIKOS SYNDESMOS / CHRYSI AVGI,1660,18386,682474,373103,356956,0,1,1,0.04927861743271965
Greece,GR,2,EL65,Πελοπόννησος,EP,2019,"GREECE, THE OTHER WAY","GREECE, THE OTHER WAY",ELLADA - O ALLOS DROMOS,7346,2441,682474,373103,356956,0,0,0,0.00654242930236422
Greece,GR,2,EL65,Πελοπόννησος,EP,2019,GREEK SOLUTION,GREEK SOLUTION,ELLINIKI LISI,7347,15729,682474,373103,356956,1,1,1,0.04215725952350959
Greece,GR,2,EL65,Πελοπόννησος,EP,2019,GREEKS' ASSEMBLY,NA,NA,NA,1505,682474,373103,356956,0,0,0,0.00403373867269896
Greece,GR,2,EL65,Πελοπόννησος,EP,2019,KINAL,MOVEMENT FOR CHANGE,KINIMA ALLAGIS,7909,29745,682474,373103,356956,0,0,0,0.07972329356772795
Greece,GR,2,EL65,Πελοπόννησος,EP,2019,KKE,COMMUNIST PARTY OF GREECE,KOMMOUNISTIKO KOMMA ELLADAS,48,14302,682474,373103,356956,0,0,1,0.03833257840328274
Greece,GR,2,EL65,Πελοπόννησος,EP,2019,LAOS,POPULAR ORTHODOX RALLY,LAIKOS ORTHODOXOS SYNAGERMOS,965,3868,682474,373103,356956,1,1,1,0.01036711042259108
Greece,GR,2,EL65,Πελοπόννησος,EP,2019,MERA25,EUROPEAN REALISTIC DISOBEDIENCE FRONT [MERA25],EUROPEAN REALISTIC DISOBEDIENCE FRONT [MERA25],7348,9244,682474,373103,356956,1,0,1,0.0247760001929762
Greece,GR,2,EL65,Πελοπόννησος,EP,2019,ND,NEW DEMOCRACY,NEA DIMOKRATIA,794,133116,682474,373103,356956,0,0,0,0.3567808353189334
Greece,GR,2,EL65,Πελοπόννησος,EP,2019,OIK.PRAS,ECOLOGIST GREENS,OIKOLOGOI PRASINOI,378,4102,682474,373103,356956,0,0,0,0.01099428308000739
Greece,GR,2,EL65,Πελοπόννησος,EP,2019,OTHER,NA,NA,NA,29135,682474,373103,356956,0,0,0,0.0780883562983948
Greece,GR,2,EL65,Πελοπόννησος,EP,2019,POTAMI,THE RIVER,TO POTAMI,3118,4499,682474,373103,356956,0,0,0,0.01205833241758978
Greece,GR,2,EL65,Πελοπόννησος,EP,2019,SYRIZA,COALITION OF THE RADICAL LEFT,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,301,80965,682474,373103,356956,1,0,1,0.21700441969107723
Greece,GR,2,ELZZ,Abroad votes,EP,2004,KKE,COMMUNIST PARTY OF GREECE,KOMMOUNISTIKO KOMMA ELLADAS,48,2619,34113,25546,25066,0,0,1,0.10252094261332498
Greece,GR,2,ELZZ,Abroad votes,EP,2004,LAOS,POPULAR ORTHODOX RALLY,LAIKOS ORTHODOXOS SYNAGERMOS,965,1364,34113,25546,25066,1,1,1,0.05339387771079621
Greece,GR,2,ELZZ,Abroad votes,EP,2004,ND,NEW DEMOCRACY,NEA DIMOKRATIA,794,9789,34113,25546,25066,0,0,0,0.3831911062397244
Greece,GR,2,ELZZ,Abroad votes,EP,2004,OTHER,NA,NA,NA,954,34113,25546,25066,0,0,0,0.03734439834024896
Greece,GR,2,ELZZ,Abroad votes,EP,2004,PASOK,PANHELLENIC SOCIALIST MOVEMENT,PANELLINIO SOSIALISTIKO KINIMA,1468,9435,34113,25546,25066,0,0,0,0.3693337508807641
Greece,GR,2,ELZZ,Abroad votes,EP,2004,SYN,COALITION OF THE LEFT,SYNASPISMOS TIS ARISTERAS,516,905,34113,25546,25066,0,0,1,0.03542628983011039
Greece,GR,2,ELZZ,Abroad votes,EP,2009,KEK,PARTY OF GREEK HUNTERS,KOMMA ELLENON KYNEGON,2508,2,36413,25889,25430,0,0,0,7.725288732666383e-5
Greece,GR,2,ELZZ,Abroad votes,EP,2009,KKE,COMMUNIST PARTY OF GREECE,KOMMOUNISTIKO KOMMA ELLADAS,48,2397,36413,25889,25430,0,0,1,0.0925875854610066
Greece,GR,2,ELZZ,Abroad votes,EP,2009,LAOS,POPULAR ORTHODOX RALLY,LAIKOS ORTHODOXOS SYNAGERMOS,965,1707,36413,25889,25430,1,1,1,0.06593533933330759
Greece,GR,2,ELZZ,Abroad votes,EP,2009,ND,NEW DEMOCRACY,NEA DIMOKRATIA,794,10188,36413,25889,25430,0,0,0,0.3935262080420256
Greece,GR,2,ELZZ,Abroad votes,EP,2009,OIK.PRAS,ECOLOGIST GREENS,OIKOLOGOI PRASINOI,378,777,36413,25889,25430,0,0,0,0.03001274672640889
Greece,GR,2,ELZZ,Abroad votes,EP,2009,OTHER,NA,NA,NA,604,36413,25889,25430,0,0,0,0.02333037197265248
Greece,GR,2,ELZZ,Abroad votes,EP,2009,PAMME,NA,NA,NA,251,36413,25889,25430,0,0,0,0.00969523735949631
Greece,GR,2,ELZZ,Abroad votes,EP,2009,PASOK,PANHELLENIC SOCIALIST MOVEMENT,PANELLINIO SOSIALISTIKO KINIMA,1468,8527,36413,25889,25430,0,0,0,0.32936768511723125
Greece,GR,2,ELZZ,Abroad votes,EP,2009,SYRIZA,COALITION OF THE RADICAL LEFT,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,301,977,36413,25889,25430,1,0,1,0.03773803545907528
Greece,GR,2,ELZZ,Abroad votes,EP,2014,ANEL-PAMME,NA,NA,NA,156,14944,10096,9866,0,0,0,0.01545166402535657
Greece,GR,2,ELZZ,Abroad votes,EP,2014,ANTARSYA,FRONT OF THE GREEK ANTICAPITALIST LEFT,ANTIKAPITALISTIKI ARISTERI SYNERGASIA GIA TIN ANATROPI,95,176,14944,10096,9866,0,0,0,0.01743264659270998
Greece,GR,2,ELZZ,Abroad votes,EP,2014,BRIDGES,NA,NA,NA,205,14944,10096,9866,0,0,0,0.02030507131537242
Greece,GR,2,ELZZ,Abroad votes,EP,2014,DIMAR,DEMOCRATIC LEFT,DIMOKRATIKI ARISTERA,1160,175,14944,10096,9866,0,0,0,0.01733359746434231
Greece,GR,2,ELZZ,Abroad votes,EP,2014,EPAL,NA,NA,NA,47,14944,10096,9866,0,0,0,0.0046553090332805
Greece,GR,2,ELZZ,Abroad votes,EP,2014,GOLDEN DAWN,PEOPLES ASSOCIATION / GOLDEN DAWN,LAIKOS SYNDESMOS / CHRYSI AVGI,1660,468,14944,10096,9866,0,1,1,0.04635499207606973
Greece,GR,2,ELZZ,Abroad votes,EP,2014,GREEK EUROPEAN CITIZENS,GREEK EUROPEAN CITIZENS,ELLINES EYROPAIOI POLITES,3120,130,14944,10096,9866,0,0,0,0.01287638668779714
Greece,GR,2,ELZZ,Abroad votes,EP,2014,KIEF,NA,NA,NA,7,14944,10096,9866,0,0,0,6.933438985736926e-4
Greece,GR,2,ELZZ,Abroad votes,EP,2014,KKE,COMMUNIST PARTY OF GREECE,KOMMOUNISTIKO KOMMA ELLADAS,48,1768,14944,10096,9866,0,0,1,0.1751188589540412
Greece,GR,2,ELZZ,Abroad votes,EP,2014,LAOS,POPULAR ORTHODOX RALLY,LAIKOS ORTHODOXOS SYNAGERMOS,965,91,14944,10096,9866,1,1,1,0.009013470681458
Greece,GR,2,ELZZ,Abroad votes,EP,2014,ND,NEW DEMOCRACY,NEA DIMOKRATIA,794,2706,14944,10096,9866,0,0,0,0.268026941362916
Greece,GR,2,ELZZ,Abroad votes,EP,2014,OLIVE TREE,NA,NA,NA,818,14944,10096,9866,0,0,0,0.08102218700475436
Greece,GR,2,ELZZ,Abroad votes,EP,2014,OTHER,NA,NA,NA,427,14944,10096,9866,0,0,0,0.04229397781299524
Greece,GR,2,ELZZ,Abroad votes,EP,2014,POTAMI,THE RIVER,TO POTAMI,3118,783,14944,10096,9866,0,0,0,0.0775554675118859
Greece,GR,2,ELZZ,Abroad votes,EP,2014,SYRIZA,COALITION OF THE RADICAL LEFT,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,301,1909,14944,10096,9866,1,0,1,0.1890847860538827
Greece,GR,2,ELZZ,Abroad votes,EP,2019,ANTARSYA,FRONT OF THE GREEK ANTICAPITALIST LEFT,ANTIKAPITALISTIKI ARISTERI SYNERGASIA GIA TIN ANATROPI,95,132,14892,11792,11282,0,0,0,0.01119402985074626
Greece,GR,2,ELZZ,Abroad votes,EP,2019,COURSE OF FREEDOM,POPULAR UNITY,LAIKI ENOTITA,4512,141,14892,11792,11282,0,0,0,0.01195725915875169
Greece,GR,2,ELZZ,Abroad votes,EP,2019,DIMIOURGIA XANA!,RECREATE GREECE,DIMIOURGIA XANA,471,198,14892,11792,11282,0,0,0,0.0167910447761194
Greece,GR,2,ELZZ,Abroad votes,EP,2019,EN.KENT,UNION OF CENTRISTS,ENOSI KENTROON,2510,114,14892,11792,11282,0,0,0,0.00966757123473541
Greece,GR,2,ELZZ,Abroad votes,EP,2019,GOLDEN DAWN,PEOPLES ASSOCIATION / GOLDEN DAWN,LAIKOS SYNDESMOS / CHRYSI AVGI,1660,404,14892,11792,11282,0,1,1,0.03426051560379918
Greece,GR,2,ELZZ,Abroad votes,EP,2019,"GREECE, THE OTHER WAY","GREECE, THE OTHER WAY",ELLADA - O ALLOS DROMOS,7346,6,14892,11792,11282,0,0,0,5.088195386702849e-4
Greece,GR,2,ELZZ,Abroad votes,EP,2019,GREEK SOLUTION,GREEK SOLUTION,ELLINIKI LISI,7347,192,14892,11792,11282,1,1,1,0.01628222523744911
Greece,GR,2,ELZZ,Abroad votes,EP,2019,GREEKS' ASSEMBLY,NA,NA,NA,118,14892,11792,11282,0,0,0,0.0100067842605156
Greece,GR,2,ELZZ,Abroad votes,EP,2019,KINAL,MOVEMENT FOR CHANGE,KINIMA ALLAGIS,7909,968,14892,11792,11282,0,0,0,0.08208955223880597
Greece,GR,2,ELZZ,Abroad votes,EP,2019,KKE,COMMUNIST PARTY OF GREECE,KOMMOUNISTIKO KOMMA ELLADAS,48,1590,14892,11792,11282,0,0,1,0.13483717774762552
Greece,GR,2,ELZZ,Abroad votes,EP,2019,LAOS,POPULAR ORTHODOX RALLY,LAIKOS ORTHODOXOS SYNAGERMOS,965,144,14892,11792,11282,1,1,1,0.01221166892808683
Greece,GR,2,ELZZ,Abroad votes,EP,2019,MERA25,EUROPEAN REALISTIC DISOBEDIENCE FRONT [MERA25],EUROPEAN REALISTIC DISOBEDIENCE FRONT [MERA25],7348,367,14892,11792,11282,1,0,1,0.03112279511533243
Greece,GR,2,ELZZ,Abroad votes,EP,2019,ND,NEW DEMOCRACY,NEA DIMOKRATIA,794,3824,14892,11792,11282,0,0,0,0.3242876526458616
Greece,GR,2,ELZZ,Abroad votes,EP,2019,OIK.PRAS,ECOLOGIST GREENS,OIKOLOGOI PRASINOI,378,328,14892,11792,11282,0,0,0,0.02781546811397557
