"REG_ID","Regions","IND","Indicator","MEAS","Measure","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ES11","Galicia","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.45,,
"ES12","Asturias","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.415,,
"ES13","Cantabria","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.455,,
"ES21","Basque Country","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.353,,
"ES22","Navarra","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.311,,
"ES23","La Rioja","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.384,,
"ES24","Aragon","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.362,,
"ES30","Madrid","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.3,,
"ES41","Castile and León","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.427,,
"ES42","Castile-La Mancha","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.485,,
"ES43","Extremadura","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.604,,
"ES51","Catalonia","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.352,,
"ES52","Valencia","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.473,,
"ES53","Balearic Islands","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.384,,
"ES61","Andalusia","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.549,,
"ES62","Murcia","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.522,,
"ES63","Ceuta ","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.474,,
"ES64","Melilla","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.35,,
"ES70","Canary Islands","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.529,,
"CHE","Switzerland","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2010","2010","RATIO","Ratio","0","Units",,,0.277,,
"CH01","Lake Geneva Region","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2010","2010","RATIO","Ratio","0","Units",,,0.3,,
"CH02","Espace Mittelland","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2010","2010","RATIO","Ratio","0","Units",,,0.313,,
"CH03","Northwestern Switzerland ","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2010","2010","RATIO","Ratio","0","Units",,,0.278,,
"CH04","Zurich","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2010","2010","RATIO","Ratio","0","Units",,,0.232,,
"CH05","Eastern Switzerland","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2010","2010","RATIO","Ratio","0","Units",,,0.28,,
"CH06","Central Switzerland","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2010","2010","RATIO","Ratio","0","Units",,,0.274,,
"CH07","Ticino","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2010","2010","RATIO","Ratio","0","Units",,,0.483,,
"TUR","Türkiye","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.251,,
"USA","United States","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.328,,
"US01","Alabama","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.43,,
"US02","Alaska","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.273,,
"US04","Arizona","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.498,,
"US05","Arkansas","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.46,,
"US06","California","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.36,,
"US08","Colorado","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.287,,
"US09","Connecticut","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.536,,
"US10","Delaware","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.357,,
"US11","District of Columbia","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.335,,
"US12","Florida","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.393,,
"US13","Georgia","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.381,,
"US15","Hawaii","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.298,,
"US16","Idaho","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.336,,
"US17","Illinois","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.311,,
"US18","Indiana","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.351,,
"US19","Iowa","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.298,,
"US20","Kansas","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.544,,
"US21","Kentucky","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.505,,
"US22","Louisiana","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.436,,
"US23","Maine","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.45,,
"US24","Maryland","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.265,,
"US25","Massachusetts","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.301,,
"US26","Michigan","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.361,,
"US27","Minnesota","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.283,,
"US28","Mississippi","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.486,,
"US29","Missouri","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.34,,
"US30","Montana (US)","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.361,,
"US31","Nebraska","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.301,,
"US32","Nevada","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.393,,
"US33","New Hampshire","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.243,,
"US34","New Jersey","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.281,,
"US35","New Mexico","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.43,,
"US36","New York","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.344,,
"US37","North Carolina","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.449,,
"US38","North Dakota","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.26,,
"US39","Ohio","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.569,,
"US40","Oklahoma","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.405,,
"US41","Oregon","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.367,,
"US42","Pennsylvania","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.326,,
"US44","Rhode Island","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.324,,
"US45","South Carolina","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.422,,
"US46","South Dakota","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.304,,
"US47","Tennessee","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.414,,
"US48","Texas","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.381,,
"US49","Utah","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.285,,
"US50","Vermont","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.278,,
"US51","Virginia","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.264,,
"US53","Washington","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.312,,
"US54","West Virginia","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.479,,
"US55","Wisconsin","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.349,,
"US56","Wyoming","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","UP_CI","Upper bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.294,,
"AUS","Australia","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.295,,
"AU1","New South Wales","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.302,,
"AU2","Victoria","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.282,,
"AU3","Queensland","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.305,,
"AU4","South Australia","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.319,,
"AU5","Western Australia","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.194,,
"AU6","Tasmania","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.382,,
"AU7","Northern Territory (NT)","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.113,,
"AU8","Australian Capital Territory (ACT)","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.106,,
"BEL","Belgium","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.356,,
"BE1","Brussels Capital Region","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.453,,
"BE2","Flemish Region","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.311,,
"BE3","Wallonia","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.39,,
"CHL","Chile","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.239,,
"CL01","Tarapacá","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.15,,
"CL02","Antofagasta","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.102,,
"CL03","Atacama","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.145,,
"CL04","Coquimbo","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.243,,
"CL05","Valparaíso","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.231,,
"CL06","O'Higgins","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.224,,
"CL07","Maule","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.32,,
"CL08","Bío-Bío","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.319,,
"CL09","Araucanía","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.392,,
"CL10","Los Lagos","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.313,,
"CL11","Aysén","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.184,,
"CL12","Magallanes y Antártica","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.117,,
"CL13","Santiago Metropolitan","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.164,,
"CL14","Los Rios","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.349,,
"CL15","Arica Y Parinacota","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.254,,
"CZE","Czech Republic","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.318,,
"CZ01","Prague","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.22,,
"CZ02","Central Bohemian Region","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.237,,
"CZ03","Southwest","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.283,,
"CZ04","Northwest","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.379,,
"CZ05","Northeast","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.32,,
"CZ06","Southeast","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.298,,
"CZ07","Central Moravia","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.326,,
"CZ08","Moravia-Silesia","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.388,,
"FIN","Finland","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.357,,
"FI19","Western Finland","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.366,,
"FI1C","Southern Finland","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.376,,
"FI1D","Eastern and Northern Finland","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.391,,
"DEU","Germany","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.352,,
"DE1","Baden-Württemberg ","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.262,,
"DE2","Bavaria","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.276,,
"DE3","Berlin","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.435,,
"DE4","Brandenburg","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.383,,
"DE7","Hesse","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.299,,
"DE8","Mecklenburg-Vorpommern","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.453,,
"DE9","Lower Saxony ","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.331,,
"DEA","North Rhine-Westphalia","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.343,,
"DEB","Rhineland-Palatinate","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.315,,
"DED","Saxony","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.35,,
"DEE","Saxony-Anhalt","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.447,,
"DEF","Schleswig-Holstein","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.333,,
"DEG","Thuringia","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.398,,
"GRC","Greece","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.407,,
"GR1","Northern Greece","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.429,,
"GR2","Central Greece","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.499,,
"GR3","Athens","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.326,,
"GR4","Aegean Islands and Crete","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.376,,
"HUN","Hungary","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.388,,
"HU1","Central Hungary","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.346,,
"HU2","Transdanubia","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.355,,
"HU3","Great Plain and North","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2013","2013","RATIO","Ratio","0","Units",,,0.433,,
"ISR","Israel","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.286,,
"IL01","Jerusalem District","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.492,,
"IL02","Northern District","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.373,,
"IL03","Haifa District","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.271,,
"IL04","Central District","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","LO_CI","Lower bound of the 95% confidence interval","2014","2014","RATIO","Ratio","0","Units",,,0.169,,
