"TL","Territory level and Typology","REG_ID","Region","VAR","Indicator","POS","Position","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"2","Large regions (TL2)","ES41","Castile and León","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2015","2015",,,"0","Units",,,9.83,,
"2","Large regions (TL2)","ES41","Castile and León","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2016","2016",,,"0","Units",,,9.21,,
"2","Large regions (TL2)","ES41","Castile and León","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2017","2017",,,"0","Units",,,8.97,,
"2","Large regions (TL2)","ES41","Castile and León","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2018","2018",,,"0","Units",,,8.82,,
"2","Large regions (TL2)","ES41","Castile and León","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2019","2019",,,"0","Units",,,8.01,,
"2","Large regions (TL2)","ES42","Castile-La Mancha","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2000","2000",,,"0","Units",,,14.92,,
"2","Large regions (TL2)","ES42","Castile-La Mancha","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2005","2005",,,"0","Units",,,14.26,,
"2","Large regions (TL2)","ES42","Castile-La Mancha","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2010","2010",,,"0","Units",,,11.49,,
"2","Large regions (TL2)","ES42","Castile-La Mancha","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2011","2011",,,"0","Units",,,13.23,,
"2","Large regions (TL2)","ES42","Castile-La Mancha","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2014","2014",,,"0","Units",,,10.35,,
"2","Large regions (TL2)","ES42","Castile-La Mancha","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2015","2015",,,"0","Units",,,11.13,,
"2","Large regions (TL2)","ES42","Castile-La Mancha","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2016","2016",,,"0","Units",,,10.37,,
"2","Large regions (TL2)","ES42","Castile-La Mancha","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2017","2017",,,"0","Units",,,10.29,,
"2","Large regions (TL2)","ES42","Castile-La Mancha","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2018","2018",,,"0","Units",,,9.92,,
"2","Large regions (TL2)","ES42","Castile-La Mancha","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2019","2019",,,"0","Units",,,9.06,,
"2","Large regions (TL2)","CA62","Nunavut","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2000","2000",,,"0","Units",,,3.92,,
"2","Large regions (TL2)","CA62","Nunavut","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2005","2005",,,"0","Units",,,3.95,,
"2","Large regions (TL2)","CA62","Nunavut","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2010","2010",,,"0","Units",,,3.33,,
"2","Large regions (TL2)","CA62","Nunavut","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2011","2011",,,"0","Units",,,3.17,,
"2","Large regions (TL2)","CA62","Nunavut","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2014","2014",,,"0","Units",,,3.58,,
"2","Large regions (TL2)","CA62","Nunavut","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2015","2015",,,"0","Units",,,2.84,,
"2","Large regions (TL2)","CA62","Nunavut","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2016","2016",,,"0","Units",,,2.69,,
"2","Large regions (TL2)","CA62","Nunavut","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2017","2017",,,"0","Units",,,3.34,,
"2","Large regions (TL2)","CA62","Nunavut","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2018","2018",,,"0","Units",,,2.85,,
"2","Large regions (TL2)","CA62","Nunavut","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2019","2019",,,"0","Units",,,2.73,,
"1","Country","CHL","Chile","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2000","2000",,,"0","Units",,,28.97,,
"1","Country","CHL","Chile","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2005","2005",,,"0","Units",,,27.08,,
"1","Country","CHL","Chile","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2010","2010",,,"0","Units",,,21.65,,
"1","Country","CHL","Chile","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2011","2011",,,"0","Units",,,23.71,,
"1","Country","CHL","Chile","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2014","2014",,,"0","Units",,,23.87,,
"1","Country","CHL","Chile","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2015","2015",,,"0","Units",,,25.14,,
"1","Country","CHL","Chile","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2016","2016",,,"0","Units",,,25.09,,
"1","Country","CHL","Chile","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2017","2017",,,"0","Units",,,24.27,,
"1","Country","CHL","Chile","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2018","2018",,,"0","Units",,,23.92,,
"1","Country","CHL","Chile","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2019","2019",,,"0","Units",,,23.6,,
"2","Large regions (TL2)","CL01","Tarapacá","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2000","2000",,,"0","Units",,,19.17,,
"2","Large regions (TL2)","CL01","Tarapacá","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2005","2005",,,"0","Units",,,15.55,,
"2","Large regions (TL2)","CL01","Tarapacá","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2010","2010",,,"0","Units",,,11.96,,
"2","Large regions (TL2)","CL01","Tarapacá","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2011","2011",,,"0","Units",,,13.89,,
"2","Large regions (TL2)","CL01","Tarapacá","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2014","2014",,,"0","Units",,,14.35,,
"2","Large regions (TL2)","CL01","Tarapacá","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2015","2015",,,"0","Units",,,14.62,,
"2","Large regions (TL2)","CL01","Tarapacá","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2016","2016",,,"0","Units",,,14.3,,
"2","Large regions (TL2)","CL01","Tarapacá","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2017","2017",,,"0","Units",,,14.41,,
"2","Large regions (TL2)","CL01","Tarapacá","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2018","2018",,,"0","Units",,,14.48,,
"2","Large regions (TL2)","CL01","Tarapacá","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2019","2019",,,"0","Units",,,14.45,,
"2","Large regions (TL2)","CL02","Antofagasta","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2000","2000",,,"0","Units",,,14.63,,
"2","Large regions (TL2)","CL02","Antofagasta","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2005","2005",,,"0","Units",,,14.75,,
"2","Large regions (TL2)","CL02","Antofagasta","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2010","2010",,,"0","Units",,,12.37,,
"2","Large regions (TL2)","CL02","Antofagasta","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2011","2011",,,"0","Units",,,13.37,,
"2","Large regions (TL2)","CL02","Antofagasta","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2014","2014",,,"0","Units",,,13.52,,
"2","Large regions (TL2)","CL02","Antofagasta","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2015","2015",,,"0","Units",,,13.88,,
"2","Large regions (TL2)","CL02","Antofagasta","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2016","2016",,,"0","Units",,,13.39,,
"2","Large regions (TL2)","CL02","Antofagasta","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2017","2017",,,"0","Units",,,13.59,,
"2","Large regions (TL2)","CL02","Antofagasta","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2018","2018",,,"0","Units",,,13.45,,
"2","Large regions (TL2)","CL02","Antofagasta","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2019","2019",,,"0","Units",,,13.48,,
"2","Large regions (TL2)","CL03","Atacama","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2000","2000",,,"0","Units",,,14.55,,
"2","Large regions (TL2)","CL03","Atacama","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2005","2005",,,"0","Units",,,16.37,,
"2","Large regions (TL2)","CL03","Atacama","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2010","2010",,,"0","Units",,,14.24,,
"2","Large regions (TL2)","CL03","Atacama","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2011","2011",,,"0","Units",,,15.33,,
"2","Large regions (TL2)","CL03","Atacama","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2014","2014",,,"0","Units",,,15.85,,
"2","Large regions (TL2)","CL03","Atacama","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2015","2015",,,"0","Units",,,15.98,,
"2","Large regions (TL2)","CL03","Atacama","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2016","2016",,,"0","Units",,,15.39,,
"2","Large regions (TL2)","CL03","Atacama","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2017","2017",,,"0","Units",,,15.82,,
"2","Large regions (TL2)","CL03","Atacama","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2018","2018",,,"0","Units",,,15.87,,
"2","Large regions (TL2)","CL03","Atacama","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2019","2019",,,"0","Units",,,16.05,,
"2","Large regions (TL2)","CL04","Coquimbo","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2000","2000",,,"0","Units",,,15.16,,
"2","Large regions (TL2)","CL04","Coquimbo","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2005","2005",,,"0","Units",,,15.49,,
"2","Large regions (TL2)","CL04","Coquimbo","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2010","2010",,,"0","Units",,,12.99,,
"2","Large regions (TL2)","CL04","Coquimbo","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2011","2011",,,"0","Units",,,14.17,,
"2","Large regions (TL2)","CL04","Coquimbo","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2014","2014",,,"0","Units",,,14.48,,
"2","Large regions (TL2)","CL04","Coquimbo","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2015","2015",,,"0","Units",,,15.35,,
"2","Large regions (TL2)","CL04","Coquimbo","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2016","2016",,,"0","Units",,,14.68,,
"2","Large regions (TL2)","CL04","Coquimbo","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2017","2017",,,"0","Units",,,15.43,,
"2","Large regions (TL2)","CL04","Coquimbo","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2018","2018",,,"0","Units",,,14.75,,
"2","Large regions (TL2)","CL04","Coquimbo","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2019","2019",,,"0","Units",,,15.17,,
"2","Large regions (TL2)","CL05","Valparaíso","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2000","2000",,,"0","Units",,,20.23,,
"2","Large regions (TL2)","CL05","Valparaíso","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2005","2005",,,"0","Units",,,18.31,,
"2","Large regions (TL2)","CL05","Valparaíso","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2010","2010",,,"0","Units",,,15.02,,
"2","Large regions (TL2)","CL05","Valparaíso","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2011","2011",,,"0","Units",,,16.07,,
"2","Large regions (TL2)","CL05","Valparaíso","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2014","2014",,,"0","Units",,,16.47,,
"2","Large regions (TL2)","CL05","Valparaíso","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2015","2015",,,"0","Units",,,17.44,,
"2","Large regions (TL2)","CL05","Valparaíso","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2016","2016",,,"0","Units",,,17.52,,
"2","Large regions (TL2)","CL05","Valparaíso","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2017","2017",,,"0","Units",,,17.12,,
"2","Large regions (TL2)","CL05","Valparaíso","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2018","2018",,,"0","Units",,,16.54,,
"2","Large regions (TL2)","CL05","Valparaíso","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2019","2019",,,"0","Units",,,16.49,,
"2","Large regions (TL2)","CL06","O'Higgins","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2000","2000",,,"0","Units",,,30.87,,
"2","Large regions (TL2)","CL06","O'Higgins","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2005","2005",,,"0","Units",,,27.96,,
"2","Large regions (TL2)","CL06","O'Higgins","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2010","2010",,,"0","Units",,,22.33,,
"2","Large regions (TL2)","CL06","O'Higgins","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2011","2011",,,"0","Units",,,24.15,,
"2","Large regions (TL2)","CL06","O'Higgins","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2014","2014",,,"0","Units",,,24.54,,
"2","Large regions (TL2)","CL06","O'Higgins","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2015","2015",,,"0","Units",,,25.95,,
"2","Large regions (TL2)","CL06","O'Higgins","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2016","2016",,,"0","Units",,,26.2,,
"2","Large regions (TL2)","CL06","O'Higgins","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2017","2017",,,"0","Units",,,25.28,,
"2","Large regions (TL2)","CL06","O'Higgins","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2018","2018",,,"0","Units",,,24.61,,
"2","Large regions (TL2)","CL06","O'Higgins","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2019","2019",,,"0","Units",,,23.82,,
"2","Large regions (TL2)","CL07","Maule","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2000","2000",,,"0","Units",,,29.35,,
"2","Large regions (TL2)","CL07","Maule","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2005","2005",,,"0","Units",,,27.72,,
"2","Large regions (TL2)","CL07","Maule","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2010","2010",,,"0","Units",,,22.78,,
"2","Large regions (TL2)","CL07","Maule","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2011","2011",,,"0","Units",,,24.27,,
"2","Large regions (TL2)","CL07","Maule","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2014","2014",,,"0","Units",,,24.92,,
"2","Large regions (TL2)","CL07","Maule","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2015","2015",,,"0","Units",,,26.17,,
"2","Large regions (TL2)","CL07","Maule","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2016","2016",,,"0","Units",,,25.87,,
"2","Large regions (TL2)","CL07","Maule","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2017","2017",,,"0","Units",,,25.71,,
"2","Large regions (TL2)","CL07","Maule","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2018","2018",,,"0","Units",,,24.82,,
"2","Large regions (TL2)","CL07","Maule","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2019","2019",,,"0","Units",,,24.47,,
"2","Large regions (TL2)","CL08","Biobío (Región)","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2000","2000",,,"0","Units",,,25.02,,
"2","Large regions (TL2)","CL08","Biobío (Región)","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2005","2005",,,"0","Units",,,23.79,,
"2","Large regions (TL2)","CL08","Biobío (Región)","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2010","2010",,,"0","Units",,,19.18,,
"2","Large regions (TL2)","CL08","Biobío (Región)","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2011","2011",,,"0","Units",,,21.02,,
"2","Large regions (TL2)","CL08","Biobío (Región)","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2014","2014",,,"0","Units",,,21.23,,
"2","Large regions (TL2)","CL08","Biobío (Región)","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2015","2015",,,"0","Units",,,22.51,,
"2","Large regions (TL2)","CL08","Biobío (Región)","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2016","2016",,,"0","Units",,,21.89,,
"2","Large regions (TL2)","CL08","Biobío (Región)","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2017","2017",,,"0","Units",,,21.62,,
"2","Large regions (TL2)","CL08","Biobío (Región)","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2018","2018",,,"0","Units",,,21.27,,
"2","Large regions (TL2)","CL08","Biobío (Región)","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2019","2019",,,"0","Units",,,21.21,,
"2","Large regions (TL2)","CL09","Araucanía","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2000","2000",,,"0","Units",,,35.19,,
"2","Large regions (TL2)","CL09","Araucanía","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2005","2005",,,"0","Units",,,34.54,,
"2","Large regions (TL2)","CL09","Araucanía","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2010","2010",,,"0","Units",,,27.53,,
"2","Large regions (TL2)","CL09","Araucanía","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2011","2011",,,"0","Units",,,32.54,,
"2","Large regions (TL2)","CL09","Araucanía","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2014","2014",,,"0","Units",,,30.71,,
"2","Large regions (TL2)","CL09","Araucanía","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2015","2015",,,"0","Units",,,33.69,,
"2","Large regions (TL2)","CL09","Araucanía","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2016","2016",,,"0","Units",,,32.09,,
"2","Large regions (TL2)","CL09","Araucanía","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2017","2017",,,"0","Units",,,30.54,,
"2","Large regions (TL2)","CL09","Araucanía","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2018","2018",,,"0","Units",,,30.97,,
"2","Large regions (TL2)","CL09","Araucanía","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2019","2019",,,"0","Units",,,30.93,,
"2","Large regions (TL2)","CL10","Los Lagos","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2000","2000",,,"0","Units",,,36.6,,
"2","Large regions (TL2)","CL10","Los Lagos","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2005","2005",,,"0","Units",,,34.13,,
"2","Large regions (TL2)","CL10","Los Lagos","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2010","2010",,,"0","Units",,,25.7,,
"2","Large regions (TL2)","CL10","Los Lagos","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2011","2011",,,"0","Units",,,29.5,,
"2","Large regions (TL2)","CL10","Los Lagos","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2014","2014",,,"0","Units",,,28.86,,
"2","Large regions (TL2)","CL10","Los Lagos","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2015","2015",,,"0","Units",,,30.01,,
"2","Large regions (TL2)","CL10","Los Lagos","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2016","2016",,,"0","Units",,,29.84,,
"2","Large regions (TL2)","CL10","Los Lagos","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2017","2017",,,"0","Units",,,28.09,,
"2","Large regions (TL2)","CL10","Los Lagos","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2018","2018",,,"0","Units",,,28.28,,
"2","Large regions (TL2)","CL10","Los Lagos","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2019","2019",,,"0","Units",,,29.42,,
"2","Large regions (TL2)","CL11","Aysén","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2000","2000",,,"0","Units",,,51.17,,
"2","Large regions (TL2)","CL11","Aysén","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2005","2005",,,"0","Units",,,49.98,,
"2","Large regions (TL2)","CL11","Aysén","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2010","2010",,,"0","Units",,,39.7,,
"2","Large regions (TL2)","CL11","Aysén","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2011","2011",,,"0","Units",,,43.71,,
"2","Large regions (TL2)","CL11","Aysén","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2014","2014",,,"0","Units",,,44.08,,
"2","Large regions (TL2)","CL11","Aysén","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2015","2015",,,"0","Units",,,45.75,,
"2","Large regions (TL2)","CL11","Aysén","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2016","2016",,,"0","Units",,,47.94,,
"2","Large regions (TL2)","CL11","Aysén","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2017","2017",,,"0","Units",,,45.07,,
"2","Large regions (TL2)","CL11","Aysén","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2018","2018",,,"0","Units",,,44.42,,
"2","Large regions (TL2)","CL11","Aysén","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2019","2019",,,"0","Units",,,44.86,,
"2","Large regions (TL2)","CL12","Magallanes and Chilean Antarctica","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2000","2000",,,"0","Units",,,8.39,,
"2","Large regions (TL2)","CL12","Magallanes and Chilean Antarctica","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2005","2005",,,"0","Units",,,7.73,,
"2","Large regions (TL2)","CL12","Magallanes and Chilean Antarctica","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2010","2010",,,"0","Units",,,6.38,,
"2","Large regions (TL2)","CL12","Magallanes and Chilean Antarctica","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2011","2011",,,"0","Units",,,6.52,,
"2","Large regions (TL2)","CL12","Magallanes and Chilean Antarctica","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2014","2014",,,"0","Units",,,6.75,,
"2","Large regions (TL2)","CL12","Magallanes and Chilean Antarctica","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2015","2015",,,"0","Units",,,6.77,,
"2","Large regions (TL2)","CL12","Magallanes and Chilean Antarctica","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2016","2016",,,"0","Units",,,6.77,,
